age,height_cm,weight_kg,overall,potential,value,wage_eur,international_reputation,weak_foot,skill_moves,position,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
24,189,79,84,88,40000000,120000,3,4,3,SUB,18,81,77,80,81,75,79,,,,,,75,76,80,84,68,81,76,75,79,84,84,78,76,84,70,79,74,86,75,83,80,79,79,82,60,80,72,74,73,13,8,15,11,9
23,185,83,84,88,40500000,94000,2,4,4,SUB,19,82,78,81,85,40,68,,,,,,78,79,53,86,78,86,77,59,80,86,78,86,81,83,78,81,63,78,74,80,43,39,80,84,54,82,39,42,29,11,16,11,8,9
23,179,75,84,88,40500000,120000,2,3,4,LW,29,92,76,77,87,29,60,,,,,,79,76,52,78,77,87,84,70,72,87,94,91,88,84,85,80,73,69,64,73,36,23,83,79,70,76,29,27,21,5,3,5,3,5
23,175,75,84,87,39500000,120000,2,4,4,RW,22,90,82,75,86,43,69,,,,,,76,81,44,79,83,87,70,62,69,83,92,89,86,82,88,86,64,74,69,81,63,38,82,77,68,78,45,42,45,14,10,10,9,7
25,173,75,84,87,39000000,40000,3,3,4,RM,8,78,82,81,88,33,77,,,,,,83,82,49,83,77,90,81,80,75,89,79,77,82,78,91,84,64,74,82,82,73,28,81,81,74,89,31,37,25,15,9,8,14,15
27,190,83,84,86,26000000,91000,3,3,1,GK,1,,,,,,,83,81,78,85,84,9,9,13,45,10,16,9,8,42,30,55,56,52,79,44,59,73,43,68,14,28,22,7,54,23,66,27,15,18,83,81,78,84,85
26,183,74,84,86,37500000,78000,2,3,4,CM,10,71,76,84,85,49,59,,,,,,76,77,49,88,76,86,86,81,87,88,75,68,81,80,74,77,54,70,65,76,29,42,80,85,56,72,48,56,41,6,8,6,12,11
26,181,71,84,86,33000000,23000,3,2,3,LB,13,85,72,84,81,80,76,,,,,,89,65,74,84,67,82,87,79,87,83,84,85,73,83,70,80,80,91,68,76,78,80,76,76,81,80,80,81,79,13,8,12,11,14
27,196,81,84,86,26000000,37000,1,3,1,GK,1,,,,,,,86,79,70,88,80,11,16,14,28,19,12,10,14,17,19,35,37,39,82,27,53,36,20,68,17,22,13,14,25,18,39,12,10,14,86,79,70,80,88
27,189,78,84,85,31500000,88000,3,4,2,CB,6,66,41,62,68,86,74,,,,,,49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,8,10,7,14,13
26,175,70,84,85,36500000,125000,3,4,4,RM,8,89,77,79,89,55,61,,,,,,81,74,44,81,73,90,77,69,76,88,89,89,89,77,87,86,37,74,55,84,67,69,76,81,53,84,47,59,46,12,10,9,5,7
36,188,81,84,84,6500000,16000,4,3,2,RCB,3,67,51,57,60,85,85,,,,,,46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,8,15,5,9,10
32,170,61,84,84,23500000,125000,3,4,3,LCM,28,56,75,85,82,71,67,,,,,,81,73,70,87,76,81,84,81,85,85,60,53,75,76,85,76,72,78,60,79,71,72,74,86,70,88,71,72,67,13,15,15,13,13
32,188,93,84,84,19000000,41000,3,3,1,GK,16,,,,,,,82,84,75,82,85,11,11,12,33,13,12,17,12,34,15,45,50,51,79,55,56,72,37,76,11,31,25,12,49,25,66,13,12,11,82,84,75,85,82
32,192,80,84,84,19000000,54000,3,2,1,GK,39,,,,,,,84,80,76,82,84,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,84,80,76,84,82
31,183,73,84,84,26500000,26000,3,5,3,CAM,17,69,77,83,83,72,69,,,,,,78,74,74,86,77,84,80,70,83,85,70,68,77,88,67,82,70,81,67,78,60,72,85,86,70,84,75,70,62,8,6,4,14,14
31,186,85,84,84,23000000,115000,3,2,2,RCB,5,72,51,52,60,84,83,,,,,,47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,6,8,5,12,5
32,179,78,84,84,20500000,71000,3,3,3,LDM,6,62,66,76,78,83,73,,,,,,63,62,72,82,59,77,74,47,81,79,64,61,77,82,80,77,81,82,63,66,83,87,66,81,61,86,82,84,81,10,8,8,5,6
30,180,76,84,84,29500000,125000,4,2,4,CAM,10,70,72,86,84,24,56,,,,,,83,73,51,89,80,84,84,76,82,89,72,69,77,83,71,70,45,67,56,69,44,24,81,90,67,83,24,16,19,6,14,10,6,14
30,192,86,84,84,25500000,125000,3,3,2,SUB,8,48,55,69,63,86,83,,,,,,58,43,87,76,58,59,46,45,74,71,45,50,52,85,49,76,85,72,85,62,91,88,51,74,52,80,85,86,85,5,12,9,11,8
30,183,79,84,84,21000000,37000,3,4,1,GK,1,,,,,,,79,85,81,87,80,13,13,10,40,8,15,12,13,31,25,48,54,55,81,58,61,73,45,68,12,38,21,15,58,24,57,9,19,12,79,85,81,80,87
33,193,80,84,84,19500000,75000,3,5,2,ST,9,60,84,71,75,46,73,,,,,,63,88,83,77,77,76,65,54,72,85,61,60,56,83,36,86,64,72,81,79,58,50,89,75,67,83,58,28,16,9,11,13,15,15
28,175,69,84,84,31000000,140000,3,3,4,LCM,5,77,73,78,84,76,78,,,,,,69,70,74,85,73,85,76,67,79,85,79,76,81,83,84,78,79,93,72,71,74,78,78,78,74,86,76,78,69,16,6,14,12,6
30,186,80,84,84,29500000,135000,3,5,4,SUB,14,84,80,78,82,62,77,,,,,,83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,6,7,10,9,6
33,190,85,84,84,19500000,160000,3,3,3,ST,17,68,80,71,75,65,86,,,,,,72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,10,8,5,8,15
32,180,75,84,84,23500000,205000,4,4,3,SUB,22,67,79,80,78,85,86,,,,,,76,75,82,82,78,76,76,68,81,83,68,67,73,86,75,84,85,86,83,82,93,85,83,82,81,83,82,87,88,4,2,4,2,4
30,192,90,84,84,25000000,125000,4,4,2,SUB,17,66,50,72,65,84,82,,,,,,69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,7,12,15,6,5
29,178,76,84,84,25500000,145000,3,3,2,RB,28,70,55,77,73,85,76,,,,,,81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5
32,178,73,84,84,24000000,96000,3,3,3,RM,7,89,78,75,83,47,64,,,,,,82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11
28,180,80,84,84,31000000,180000,3,4,4,SUB,8,66,74,84,84,72,71,,,,,,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,11,14,5,5,13
30,183,80,84,84,29000000,43000,3,3,4,LCM,8,72,81,77,80,78,85,,,,,,64,81,85,83,75,80,66,72,80,84,74,71,70,82,72,83,92,92,82,80,81,80,84,79,71,81,75,79,75,16,16,11,6,8
29,183,70,84,84,25500000,165000,3,2,2,RB,2,91,63,76,77,81,81,,,,,,81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,12,6,16,15,8
28,176,65,84,84,31500000,44000,2,3,4,RCM,10,78,79,83,81,51,66,,,,,,79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,15,12,16,13,12
28,172,70,84,84,31500000,155000,3,3,5,SUB,11,94,73,79,91,43,61,,,,,,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5
29,177,72,84,84,30500000,26000,3,4,3,RM,21,77,77,84,81,63,68,,,,,,81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,15,14,9,9,15
30,181,76,84,84,29500000,36000,3,3,4,ST,10,68,80,84,85,41,71,,,,,,83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,11,11,14,9,16
31,190,79,84,84,28000000,92000,3,4,4,RS,72,70,84,84,85,43,67,,,,,,82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,13,13,8,12,6
28,179,67,84,84,31500000,195000,3,4,5,SUB,26,84,78,79,89,38,59,,,,,,81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,15,9,13,11,6
29,172,63,84,84,30500000,67000,2,4,4,RM,7,88,79,79,83,47,64,,,,,,82,80,45,83,74,81,74,60,71,84,90,87,93,80,89,80,69,90,58,77,47,52,83,79,75,82,55,40,40,8,14,14,12,16
30,190,83,84,84,25000000,74000,3,3,2,LCB,18,64,41,57,60,84,87,,,,,,45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7
23,189,70,83,90,36000000,76000,1,4,4,LCM,8,65,78,78,83,74,69,,,,,,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,16,11,7,13,13
24,188,78,83,89,32000000,46000,2,3,2,LCB,13,63,40,55,66,85,79,,,,,,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9
23,177,68,83,89,35000000,105000,1,3,4,SUB,18,77,78,82,85,65,72,,,,,,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,10,7,10,15,14
20,180,69,83,89,32000000,78000,1,4,3,RB,66,80,62,82,78,78,70,,,,,,88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,14,15,14,6,7
21,182,85,83,89,36500000,155000,1,5,3,SUB,18,77,82,68,81,29,74,,,,,,67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,8,7,12,9,13
25,186,78,83,88,35000000,91000,3,3,4,RS,99,69,85,64,76,39,74,,,,,,58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6
23,184,76,83,88,34500000,140000,3,3,4,ST,9,89,81,72,86,41,71,,,,,,72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11
25,190,80,83,88,34500000,38000,2,4,4,RW,9,77,82,80,81,57,72,,,,,,75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,13,11,13,12,10
23,195,97,83,88,31000000,67000,2,4,2,RCB,4,71,27,59,57,83,81,,,,,,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14
24,181,81,83,88,34000000,110000,2,3,3,RCM,24,69,77,79,78,76,79,,,,,,67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14
24,189,77,83,88,26000000,38000,1,3,1,GK,12,,,,,,,82,83,79,84,82,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,82,83,79,82,84
22,179,68,83,88,34500000,46000,2,4,4,LM,7,90,79,76,84,36,70,,,,,,78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9
24,183,73,83,88,34500000,97000,1,3,4,RM,19,91,81,75,85,33,67,,,,,,78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8
23,187,91,83,88,31000000,77000,2,3,2,RCB,16,78,45,68,72,83,80,,,,,,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9
21,186,70,83,88,35500000,125000,2,3,5,LM,10,92,82,73,84,45,77,,,,,,74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14
25,188,70,83,87,30000000,140000,2,4,3,RCB,5,68,36,70,72,84,77,,,,,,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8
24,192,80,83,87,33000000,120000,2,3,3,LCM,25,73,74,79,80,77,80,,,,,,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15
23,171,69,83,87,29500000,18000,3,2,3,LB,3,85,63,79,84,77,71,,,,,,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,7,13,10,7,13
23,180,75,83,87,34500000,70000,3,4,3,LS,11,92,81,67,83,35,69,,,,,,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9
23,171,62,83,87,34000000,64000,3,2,4,LM,11,83,76,82,85,59,67,,,,,,83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14
23,187,79,83,87,30500000,93000,2,3,2,SUB,6,74,45,57,66,83,81,,,,,,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86,9,7,10,6,15
23,182,76,83,87,34000000,180000,3,3,4,SUB,20,81,80,82,84,43,62,,,,,,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,13,9,6,12,10
25,178,74,83,86,28500000,97000,2,3,3,LB,12,78,69,79,79,80,76,,,,,,85,60,71,81,68,78,81,83,73,83,79,78,69,83,78,83,92,85,69,76,76,82,72,73,60,79,78,83,84,6,12,9,6,13
25,187,77,83,86,32500000,100000,3,5,4,SUB,23,77,79,81,86,55,63,,,,,,81,76,65,84,80,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82,65,83,39,64,44,11,13,5,13,8
25,185,77,83,86,24000000,78000,1,4,1,GK,1,,,,,,,82,78,87,86,82,17,19,15,55,20,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68,45,68,21,20,12,82,78,87,82,86
25,180,71,83,86,32500000,23000,3,4,4,LM,10,90,80,75,87,39,64,,,,,,78,80,53,75,68,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71,74,75,53,39,26,9,11,9,10,10
26,187,86,83,86,32500000,41000,1,3,3,ST,9,67,83,63,76,35,82,,,,,,50,86,82,71,71,77,41,36,65,80,65,69,64,78,72,83,70,76,91,82,68,30,84,71,79,82,32,31,18,14,12,16,13,16
27,197,86,83,85,22000000,50000,2,2,1,GK,1,,,,,,,83,79,79,83,82,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,83,79,79,82,83
26,180,66,83,85,32000000,89000,2,3,5,LS,11,91,76,72,88,27,74,,,,,,78,78,47,75,64,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76,66,81,22,29,28,15,10,15,11,10
25,175,72,83,85,32000000,105000,2,4,3,ST,9,79,84,68,80,36,63,,,,,,53,86,78,79,85,78,85,85,51,82,81,78,84,85,84,82,67,65,64,84,57,26,86,67,71,84,45,24,22,12,14,14,8,5
26,189,84,83,85,32000000,80000,3,4,3,LS,9,81,79,71,80,31,72,,,,,,73,81,86,78,80,83,76,44,51,82,75,85,66,80,58,80,84,70,79,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5
25,190,82,83,85,32000000,120000,1,2,3,ST,22,72,81,62,76,51,82,,,,,,40,85,86,76,82,76,57,46,45,80,68,76,68,84,53,81,80,72,89,67,76,36,84,75,91,82,39,61,55,6,7,14,7,6
27,187,83,83,85,27500000,35000,3,4,3,CDM,14,42,57,77,74,79,85,,,,,,68,52,74,81,50,78,80,50,85,81,37,46,45,74,47,69,67,83,91,55,78,81,63,81,60,89,80,80,72,6,6,5,14,14
25,185,77,83,85,31500000,130000,2,3,5,SUB,33,81,75,81,87,60,66,,,,,,82,68,54,85,74,88,82,80,71,88,82,81,85,80,79,82,49,79,67,82,52,66,78,82,72,82,66,54,50,14,15,10,13,12
27,178,72,83,85,27000000,35000,1,4,2,RCB,2,72,37,61,61,83,79,,,,,,60,29,79,74,22,50,51,48,64,71,74,71,71,81,69,67,79,73,79,27,88,84,49,42,41,72,83,85,82,7,15,7,10,10
27,181,71,83,84,29500000,29000,3,3,4,RCM,8,74,76,83,81,55,50,,,,,,81,76,54,86,65,78,77,76,84,84,75,73,88,81,81,80,66,77,38,77,43,45,79,83,70,75,66,52,47,12,10,15,12,12
28,189,86,83,84,21500000,42000,2,4,1,GK,1,,,,,,,82,77,79,85,83,13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,82,77,79,83,85
28,184,73,83,84,25500000,36000,3,3,3,RCB,5,73,61,73,72,82,74,,,,,,57,55,80,82,43,68,66,51,81,78,75,72,71,83,70,71,87,69,73,70,80,84,61,75,52,76,79,83,82,10,15,13,12,8
27,174,70,83,84,29500000,105000,2,4,4,SUB,19,75,76,82,84,57,57,,,,,,84,78,61,83,64,86,84,74,79,85,74,75,79,77,80,76,32,71,57,77,46,58,82,84,69,74,60,54,49,16,7,15,6,14
30,185,83,83,84,20000000,39000,3,3,1,GK,13,,,,,,,82,83,78,83,81,17,10,12,50,19,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,82,83,78,81,83
26,174,70,83,84,31000000,130000,3,4,4,SUB,27,92,79,76,87,42,66,,,,,,75,82,50,77,72,88,71,74,74,83,95,89,93,81,92,79,90,76,57,76,72,50,82,76,74,82,31,43,44,9,10,14,7,14
26,179,70,83,84,30500000,60000,2,3,4,RW,26,83,80,81,83,41,69,,,,,,82,80,72,83,75,82,84,72,76,84,87,80,86,83,71,83,77,83,66,80,56,42,84,80,78,82,46,29,31,8,11,14,10,9
27,180,67,83,84,29000000,140000,2,3,3,CDM,5,55,63,84,81,70,73,,,,,,75,57,56,89,71,81,75,76,87,85,61,50,77,81,72,71,58,85,66,62,79,76,68,87,84,79,62,77,70,14,7,13,14,8
41,192,92,83,83,2600000,58000,4,2,1,SUB,77,,,,,,,78,77,74,80,91,13,15,13,37,17,26,20,13,35,28,37,30,55,80,49,56,71,34,69,13,38,28,12,50,22,70,13,11,11,78,77,74,91,80
38,185,84,83,83,2600000,11000,4,2,1,RES,1,,,,,,,85,75,61,84,86,13,12,25,21,14,25,25,13,22,23,56,55,60,79,46,46,77,41,70,13,23,22,16,62,24,70,24,11,13,85,75,61,86,84
34,190,86,83,83,11500000,33000,2,4,1,GK,22,,,,,,,79,82,76,84,86,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,57,59,31,70,18,34,19,15,37,13,55,12,11,13,79,82,76,86,84
33,190,85,83,83,12000000,31000,4,3,2,LCB,4,50,53,65,64,84,79,,,,,,61,45,83,73,46,63,61,52,66,70,48,51,50,80,41,73,61,65,87,55,83,82,41,59,63,81,85,85,81,10,9,5,8,6
33,190,82,83,83,12000000,45000,3,3,2,RCB,3,48,41,61,63,86,72,,,,,,38,27,77,74,31,59,53,45,72,71,50,46,53,82,56,65,76,45,81,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8
36,180,79,83,83,9500000,46000,2,4,4,ST,27,69,89,75,80,30,65,,,,,,66,89,69,79,88,79,78,78,73,84,70,68,71,84,76,90,68,65,74,89,44,26,87,77,85,84,35,21,15,6,7,5,4,4
32,189,89,83,83,15500000,82000,2,3,1,GK,1,,,,,,,82,77,79,88,79,18,12,16,44,15,12,13,15,46,40,56,60,62,81,47,59,60,34,64,14,35,20,13,59,26,67,14,14,13,82,77,79,79,88
33,177,72,83,83,16500000,64000,3,4,3,LS,9,65,82,69,77,43,72,,,,,,55,86,89,78,83,74,81,72,58,81,66,64,75,82,75,78,90,67,72,77,73,41,90,70,81,85,39,42,19,10,13,6,9,5
34,186,78,83,83,9500000,32000,3,3,2,RCB,13,64,49,60,68,84,74,,,,,,48,43,80,70,51,67,32,39,69,71,62,66,61,80,57,70,81,59,77,41,82,85,43,58,49,81,85,85,83,12,6,10,13,12
30,177,77,83,83,24500000,17000,3,2,4,RW,10,80,82,78,84,31,67,,,,,,78,85,67,81,82,84,84,71,66,85,80,80,81,83,81,76,65,74,67,84,57,37,84,81,72,83,31,22,14,8,14,8,13,10
32,189,90,83,83,16500000,48000,3,3,2,RCB,24,43,60,67,62,82,81,,,,,,62,51,80,72,49,60,55,74,72,70,40,45,51,77,33,80,79,66,90,64,80,83,42,63,69,77,82,83,83,14,6,13,13,14
31,190,84,83,83,16500000,82000,3,2,1,GK,11,,,,,,,84,80,77,82,81,12,12,11,31,17,20,10,16,30,23,53,57,61,77,54,58,79,45,77,11,39,22,13,64,32,66,14,13,11,84,80,77,81,82
31,176,77,83,83,22500000,51000,3,3,3,CAM,4,72,79,78,83,83,82,,,,,,73,75,59,84,75,83,73,68,81,84,72,72,75,85,83,84,75,89,76,86,88,86,84,76,63,84,83,86,90,11,11,14,8,11
31,174,71,83,83,19500000,26000,3,4,4,RCM,10,61,73,84,82,77,70,,,,,,80,68,55,86,65,83,83,81,85,85,64,59,74,78,79,76,57,70,67,80,83,79,75,84,78,80,80,79,78,13,8,7,7,10
30,188,86,83,83,25000000,80000,4,4,2,SUB,19,73,82,64,75,49,85,,,,,,65,85,84,65,81,77,62,59,52,82,71,75,56,83,51,83,63,74,90,74,93,40,84,74,75,83,58,39,30,11,13,12,8,11
32,189,90,83,83,19500000,135000,3,4,2,RES,6,51,74,78,77,80,80,,,,,,72,68,76,85,78,80,64,60,81,83,48,53,55,84,54,82,66,68,87,78,82,84,78,78,68,84,80,82,74,11,9,5,15,8
32,189,86,83,83,16500000,105000,4,3,3,LCB,23,61,65,74,70,82,77,,,,,,68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81,11,12,10,7,14
31,180,76,83,83,23500000,105000,2,4,4,CAM,10,66,83,83,83,45,70,,,,,,81,84,63,85,80,83,82,69,82,86,67,65,74,85,77,81,65,73,73,79,62,34,85,85,92,87,57,38,29,12,7,5,13,9
29,182,80,83,83,22000000,115000,2,3,3,RCM,14,64,70,83,77,78,80,,,,,,82,67,65,84,71,76,80,74,84,81,65,64,69,84,70,77,77,90,74,71,82,80,75,83,64,78,79,80,76,7,13,7,9,13
29,186,77,83,83,25500000,120000,3,4,3,CAM,10,56,81,84,80,57,69,,,,,,86,78,60,85,75,82,87,86,77,85,57,56,68,79,63,84,65,86,65,86,57,55,79,86,79,84,57,57,55,13,8,10,15,12
28,183,76,83,83,25500000,140000,3,3,3,SUB,8,68,77,79,80,68,74,,,,,,75,75,58,84,79,81,70,66,80,83,66,69,73,81,74,81,66,89,67,74,74,69,84,81,75,81,68,72,68,6,11,5,10,8
29,179,75,83,83,22000000,42000,2,3,3,RCM,4,54,71,80,79,80,71,,,,,,68,72,51,85,58,78,76,68,82,83,62,47,69,84,73,69,62,73,68,76,76,87,79,86,50,79,83,83,80,15,7,11,14,12
29,180,72,83,83,22000000,31000,3,3,3,LDM,17,54,65,80,77,82,74,,,,,,80,62,75,83,66,75,84,62,83,82,61,48,71,85,72,73,72,76,74,65,70,86,66,77,54,83,82,84,79,12,9,10,14,10
29,192,85,83,83,18500000,67000,2,3,1,GK,1,,,,,,,85,79,69,86,82,11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,85,79,69,82,86
31,183,81,83,83,19000000,145000,3,3,2,SUB,30,56,57,63,59,83,78,,,,,,52,54,84,75,57,51,50,39,72,70,55,57,58,78,58,69,89,65,79,56,91,83,48,53,45,79,82,84,83,12,5,8,11,12
31,179,72,83,83,22500000,135000,3,3,5,SUB,16,91,72,77,88,66,67,,,,,,78,64,58,81,70,90,78,69,69,85,90,92,91,78,81,84,74,74,58,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9
29,174,66,83,83,22000000,100000,2,3,3,SUB,27,73,59,70,78,85,78,,,,,,60,50,69,79,32,76,45,61,77,79,74,72,82,83,80,80,88,90,69,66,85,89,65,65,54,80,84,90,83,8,6,8,12,13
28,178,67,83,83,25500000,77000,2,4,3,CM,44,76,67,80,86,63,62,,,,,,72,63,34,84,68,86,78,75,79,84,83,70,90,84,82,69,67,90,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16
28,182,77,83,83,27000000,60000,2,3,4,LS,19,90,80,74,82,44,70,,,,,,72,80,80,80,77,82,83,67,58,82,88,91,81,82,74,83,77,74,71,76,60,31,83,77,77,80,44,41,40,7,13,10,11,5
30,171,70,83,83,24000000,86000,2,4,3,LCM,20,63,72,82,81,74,73,,,,,,78,66,53,85,68,79,75,76,84,83,72,55,80,86,86,80,61,87,64,77,80,82,76,81,76,81,76,74,72,15,7,12,8,13
28,170,68,83,83,27000000,67000,2,5,4,RS,22,84,82,77,85,39,61,,,,,,74,88,74,80,83,85,80,76,66,84,88,81,90,83,89,81,78,68,59,69,55,44,89,80,76,84,34,33,26,6,13,9,7,7
31,192,88,83,83,19000000,64000,2,3,3,CB,33,56,50,61,63,86,82,,,,,,25,37,82,73,39,65,62,56,77,72,61,52,33,83,35,75,66,82,86,60,75,86,20,65,72,85,87,86,85,11,9,9,13,11
27,188,83,83,83,24000000,21000,3,3,3,LCM,22,65,63,72,74,82,85,,,,,,55,60,77,83,55,76,48,53,81,78,62,68,57,75,60,74,62,82,89,63,83,83,69,73,57,84,83,84,71,9,7,13,14,15
28,177,73,83,83,27000000,61000,2,4,4,LS,27,73,85,73,85,30,71,,,,,,76,86,69,79,85,86,79,74,53,85,76,70,83,83,83,83,69,77,67,85,73,21,84,72,90,82,35,20,26,8,14,14,7,15
27,188,83,83,83,27500000,60000,1,3,4,ST,9,81,84,62,72,33,75,,,,,,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20
27,185,80,83,83,23500000,43000,1,3,2,RCB,3,80,43,56,64,85,77,,,,,,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10
27,177,75,83,83,27000000,51000,1,4,4,RM,10,87,77,83,84,35,72,,,,,,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13
